,0
0,7.233957767486572
1,6.580523490905762
2,5.9403486251831055
3,5.225101947784424
4,4.377519130706787
5,3.3858869075775146
6,2.3124687671661377
7,1.3330752849578857
8,0.7289201617240906
9,0.706591784954071
10,1.0841939449310303
11,1.399209976196289
12,1.4662657976150513
13,1.3308310508728027
14,1.0871171951293945
15,0.8226040601730347
16,0.6030351519584656
17,0.46516138315200806
18,0.4146746098995209
19,0.43140965700149536
20,0.4809925854206085
21,0.5285928845405579
22,0.5495474934577942
23,0.5342045426368713
24,0.48705074191093445
25,0.4220077395439148
26,0.3562011420726776
27,0.30413389205932617
28,0.27374061942100525
29,0.26517143845558167
30,0.27225521206855774
31,0.2856696844100952
32,0.29641294479370117
33,0.2984291911125183
34,0.2898359000682831
35,0.27272966504096985
36,0.2518507242202759
37,0.2325604259967804
38,0.21875210106372833
39,0.21150918304920197
40,0.20913344621658325
41,0.20834946632385254
42,0.20589326322078705
43,0.19984170794487
44,0.19026878476142883
45,0.17899924516677856
46,0.16861464083194733
47,0.16122481226921082
48,0.15759074687957764
49,0.15695086121559143
50,0.1575377881526947
51,0.15746624767780304
52,0.15555930137634277
53,0.15176759660243988
54,0.14704051613807678
55,0.14273616671562195
56,0.1398516446352005
57,0.1384640783071518
58,0.13772103190422058
59,0.1364366114139557
60,0.13392360508441925
61,0.13045863807201385
62,0.12702880799770355
63,0.12457666546106339
64,0.12334419786930084
65,0.1227932944893837
66,0.12210064381361008
67,0.12079954892396927
68,0.119081512093544
69,0.11756181716918945
70,0.1167186051607132
71,0.1164683923125267
72,0.11624658852815628
73,0.11552805453538895
74,0.11429086327552795
75,0.11297313123941422
76,0.11200252175331116
77,0.11140233278274536
78,0.11084633320569992
79,0.11004754900932312
80,0.10905803740024567
81,0.10819008946418762
82,0.1076662614941597
83,0.10737941414117813
84,0.10702671855688095
85,0.10645692050457001
86,0.10581190139055252
87,0.10530725121498108
88,0.10495391488075256
89,0.10456744581460953
90,0.10402031242847443
91,0.10339831560850143
92,0.1028732880949974
93,0.10247586667537689
94,0.10207583010196686
95,0.10158492624759674
96,0.10107947885990143
97,0.10067100822925568
98,0.1003379374742508
99,0.09997078031301498
100,0.09954062849283218
101,0.0991266667842865
102,0.09877511858940125
103,0.09842471033334732
104,0.09801580756902695
105,0.09758966416120529
106,0.09721055626869202
107,0.0968596488237381
108,0.09648483991622925
109,0.09610050171613693
110,0.09575455635786057
111,0.0954347625374794
112,0.09509443491697311
113,0.09474151581525803
114,0.09441409260034561
115,0.09410198032855988
116,0.09377455711364746
117,0.09344654530286789
118,0.09314338117837906
119,0.09284793585538864
120,0.09254343807697296
121,0.09225111454725266
122,0.09198001027107239
123,0.09170961380004883
124,0.09143980592489243
125,0.09118715673685074
126,0.09094249457120895
127,0.09069449454545975
128,0.09045673906803131
129,0.09023228287696838
130,0.09000912308692932
131,0.08979292958974838
132,0.08958990126848221
133,0.08938954025506973
134,0.08919251710176468
135,0.08900594711303711
136,0.08882277458906174
137,0.0886419415473938
138,0.0884694904088974
139,0.08830028772354126
140,0.08813319355249405
141,0.08797306567430496
142,0.08781557530164719
143,0.08765988796949387
144,0.08750918507575989
145,0.08735957741737366
146,0.08721131831407547
147,0.08706654608249664
148,0.08692219853401184
149,0.0867794007062912
150,0.0866389274597168
151,0.08649837225675583
152,0.08635925501585007
153,0.08622115105390549
154,0.08608274161815643
155,0.0859455093741417
156,0.08580845594406128
157,0.08567142486572266
158,0.08553539216518402
159,0.08539927750825882
160,0.08526363968849182
161,0.08512862026691437
162,0.08499354124069214
163,0.08485912531614304
164,0.08472495526075363
165,0.08459100127220154
166,0.08445768803358078
167,0.08432453125715256
168,0.08419188857078552
169,0.0840597152709961
170,0.08392781764268875
171,0.08379654586315155
172,0.08366565406322479
173,0.08353529870510101
174,0.08340554684400558
175,0.08327626436948776
176,0.08314769715070724
177,0.08301973342895508
178,0.08289243280887604
179,0.08276589959859848
180,0.08264003694057465
181,0.08251500874757767
182,0.08239076286554337
183,0.08226735144853592
184,0.0821448490023613
185,0.08202320337295532
186,0.08190253376960754
187,0.08178282529115677
188,0.08166413009166718
189,0.08154650777578354
190,0.08142995834350586
191,0.0813145637512207
192,0.08120031654834747
193,0.08108730614185333
194,0.08097553998231888
195,0.08086506277322769
196,0.08075593411922455
197,0.08064816892147064
198,0.08054181188344955
199,0.08043687790632248
200,0.080333411693573
201,0.0802314504981041
202,0.08013101667165756
203,0.08003213256597519
204,0.07993482053279877
205,0.07983910292387009
206,0.07974499464035034
207,0.07965251803398132
208,0.07956167310476303
209,0.07947245985269547
210,0.07938490808010101
211,0.07929898798465729
212,0.07921472191810608
213,0.0791320651769638
214,0.07905104756355286
215,0.07897163182497025
216,0.07889380306005478
217,0.07881754636764526
218,0.07874280959367752
219,0.07866959273815155
220,0.07859785109758377
221,0.0785275548696518
222,0.07845865935087204
223,0.07839113473892212
224,0.07832493633031845
225,0.07826002687215805
226,0.07819636166095734
227,0.07813389599323273
228,0.07807258516550064
229,0.0780123844742775
230,0.07795324921607971
231,0.0778951421380043
232,0.07783801108598709
233,0.07778181880712509
234,0.07772653549909592
235,0.0776720941066742
236,0.07761847972869873
237,0.07756564766168594
238,0.07751356065273285
239,0.07746218144893646
240,0.07741148769855499
241,0.07736144214868546
242,0.07731202244758606
243,0.07726319879293442
244,0.07721494138240814
245,0.07716724276542664
246,0.07712006568908691
247,0.07707338035106659
248,0.07702719420194626
249,0.07698146998882294
250,0.07693620026111603
251,0.07689136266708374
252,0.07684694975614548
253,0.07680293917655945
254,0.07675933092832565
255,0.0767160952091217
256,0.0766732469201088
257,0.07663074880838394
258,0.07658859342336655
259,0.0765467956662178
260,0.07650532573461533
261,0.07646417617797852
262,0.07642334699630737
263,0.0763828307390213
264,0.0763426125049591
265,0.07630269229412079
266,0.07626304775476456
267,0.0762237012386322
268,0.07618462294340134
269,0.07614581286907196
270,0.07610727846622467
271,0.07606898248195648
272,0.07603096216917038
273,0.07599318027496338
274,0.07595565170049667
275,0.07591834664344788
276,0.07588129490613937
277,0.07584447413682938
278,0.07580787688493729
279,0.0757715106010437
280,0.07573536783456802
281,0.07569944113492966
282,0.0756637379527092
283,0.07562824338674545
284,0.07559296488761902
285,0.0755578950047493
286,0.07552303373813629
287,0.0754883736371994
288,0.07545393705368042
289,0.07541968673467636
290,0.07538564503192902
291,0.07535180449485779
292,0.07531815767288208
293,0.07528472691774368
294,0.07525147497653961
295,0.07521843165159225
296,0.07518558204174042
297,0.0751529261469841
298,0.0751204714179039
299,0.07508820295333862
300,0.07505613565444946
301,0.07502426207065582
302,0.0749925747513771
303,0.07496108114719391
304,0.07492978870868683
305,0.07489867508411407
306,0.07486775517463684
307,0.07483702898025513
308,0.07480648905038834
309,0.07477612793445587
310,0.07474596053361893
311,0.0747159868478775
312,0.0746861919760704
313,0.07465658336877823
314,0.07462715357542038
315,0.07459791004657745
316,0.07456886023283005
317,0.07453998178243637
318,0.07451128214597702
319,0.074482761323452
320,0.0744544267654419
321,0.07442627102136612
322,0.07439828664064407
323,0.07437048852443695
324,0.07434286177158356
325,0.07431540638208389
326,0.07428812980651855
327,0.07426102459430695
328,0.07423409074544907
329,0.07420732825994492
330,0.07418074458837509
331,0.0741543173789978
332,0.07412806898355484
333,0.07410198450088501
334,0.07407606393098831
335,0.07405032217502594
336,0.0740247368812561
337,0.07399932295084
338,0.07397407293319702
339,0.07394897937774658
340,0.07392405718564987
341,0.0738992914557457
342,0.07387468218803406
343,0.07385024428367615
344,0.07382595539093018
345,0.07380183786153793
346,0.07377787679433823
347,0.07375407218933105
348,0.07373044639825821
349,0.07370702922344208
350,0.0736839696764946
351,0.07366175204515457
352,0.07364227622747421
353,0.0736323893070221
354,0.07365534454584122
355,0.07377277314662933
356,0.07405318319797516
357,0.07437864691019058
358,0.07424196600914001
359,0.07367566972970963
360,0.07349321991205215
361,0.07382956147193909
362,0.0739099532365799
363,0.07353425025939941
364,0.07341301441192627
365,0.07365201413631439
366,0.07363695651292801
367,0.07336998730897903
368,0.07336173951625824
369,0.07351411879062653
370,0.07342712581157684
371,0.07325752824544907
372,0.07330410182476044
373,0.07337953895330429
374,0.07327553629875183
375,0.07317885756492615
376,0.07322778552770615
377,0.07325498014688492
378,0.07316840440034866
379,0.0731087252497673
380,0.07314112782478333
381,0.07314968854188919
382,0.07308436930179596
383,0.07303877174854279
384,0.07305370271205902
385,0.07305771857500076
386,0.07301322370767593
387,0.07297095656394958
388,0.07296892255544662
389,0.07297329604625702
390,0.07294699549674988
391,0.07290854305028915
392,0.07289063185453415
393,0.07288976013660431
394,0.07287957519292831
395,0.07285181432962418
396,0.07282417267560959
397,0.07281021773815155
398,0.07280392944812775
399,0.07279186695814133
400,0.07276991754770279
401,0.07274652272462845
402,0.07272946834564209
403,0.07271866500377655
404,0.07270828634500504
405,0.07269327342510223
406,0.07267438620328903
407,0.07265500724315643
408,0.07263851165771484
409,0.07262524217367172
410,0.07261332124471664
411,0.0726008340716362
412,0.07258640974760056
413,0.07257059216499329
414,0.07255405187606812
415,0.07253796607255936
416,0.07252273708581924
417,0.07250852137804031
418,0.07249510288238525
419,0.07248213142156601
420,0.07246951758861542
421,0.07245701551437378
422,0.07244487851858139
423,0.07243301719427109
424,0.0724220871925354
425,0.07241228222846985
426,0.07240501791238785
427,0.07240147888660431
428,0.07240550965070724
429,0.07242190092802048
430,0.07246214151382446
431,0.07254087179899216
432,0.07268361002206802
433,0.072898730635643
434,0.0731569305062294
435,0.07330299913883209
436,0.07315324991941452
437,0.07270755618810654
438,0.07230592519044876
439,0.0722622498869896
440,0.07250554859638214
441,0.07269467413425446
442,0.07259223610162735
443,0.07231512665748596
