,0
0,7.234485149383545
1,6.584448337554932
2,5.948568344116211
3,5.239625930786133
4,4.400604248046875
5,3.419844388961792
6,2.359463930130005
7,1.3939357995986938
8,0.8010661005973816
9,0.7823758721351624
10,1.155269742012024
11,1.4630500078201294
12,1.525911808013916
13,1.3897877931594849
14,1.1478830575942993
15,0.8867160081863403
16,0.6712291240692139
17,0.5373675227165222
18,0.4899933934211731
19,0.508277416229248
20,0.5576038360595703
21,0.6034513711929321
22,0.6218858361244202
23,0.6040706634521484
24,0.555094838142395
25,0.4891534149646759
26,0.4233528971672058
27,0.3719881772994995
28,0.3427010178565979
29,0.33534136414527893
30,0.34347397089004517
31,0.35758358240127563
32,0.3685761094093323
33,0.37040820717811584
34,0.3612867593765259
35,0.34343892335891724
36,0.321766197681427
37,0.30182787775993347
38,0.2877238094806671
39,0.28063565492630005
40,0.2787228226661682
41,0.27835676074028015
42,0.27593302726745605
43,0.2694348096847534
44,0.2591480612754822
45,0.24726802110671997
46,0.23667001724243164
47,0.2295149564743042
48,0.22636255621910095
49,0.2261284738779068
50,0.2267826348543167
51,0.22636984288692474
52,0.2238631248474121
53,0.2195042371749878
54,0.21452905237674713
55,0.21042512357234955
56,0.20807358622550964
57,0.20723165571689606
58,0.20671039819717407
59,0.20520545542240143
60,0.2022264450788498
61,0.19841164350509644
62,0.19498759508132935
63,0.19283412396907806
64,0.19190214574337006
65,0.19138629734516144
66,0.19043394923210144
67,0.188798725605011
68,0.1869560331106186
69,0.18563131988048553
70,0.18514040112495422
71,0.18510094285011292
72,0.18478865921497345
73,0.1838100552558899
74,0.18242424726486206
75,0.18120840191841125
76,0.18046274781227112
77,0.1799759417772293
78,0.17933116853237152
79,0.17837360501289368
80,0.1773545891046524
81,0.17663586139678955
82,0.17628976702690125
83,0.17603503167629242
84,0.17557542026042938
85,0.174928218126297
86,0.17434817552566528
87,0.17397764325141907
88,0.17368215322494507
89,0.1732492744922638
90,0.1726614385843277
91,0.17209702730178833
92,0.17168352007865906
93,0.171340212225914
94,0.17091619968414307
95,0.17041221261024475
96,0.1699632853269577
97,0.16962972283363342
98,0.16931943595409393
99,0.16893911361694336
100,0.16852621734142303
101,0.16816991567611694
102,0.16786184906959534
103,0.16751550137996674
104,0.16711200773715973
105,0.16672319173812866
106,0.16638566553592682
107,0.16605111956596375
108,0.1656852513551712
109,0.16532805562019348
110,0.16501484811306
111,0.16471116244792938
112,0.16437947750091553
113,0.16404491662979126
114,0.16373780369758606
115,0.1634356826543808
116,0.16311495006084442
117,0.16279876232147217
118,0.16250693798065186
119,0.1622178703546524
120,0.1619192659854889
121,0.16163356602191925
122,0.16136668622493744
123,0.16109822690486908
124,0.16082914173603058
125,0.16057592630386353
126,0.16033059358596802
127,0.16008137166500092
128,0.15984079241752625
129,0.15961427986621857
130,0.15938985347747803
131,0.15917004644870758
132,0.15896309912204742
133,0.15876035392284393
134,0.1585586965084076
135,0.15836679935455322
136,0.15818090736865997
137,0.15799658000469208
138,0.1578202098608017
139,0.15765002369880676
140,0.15748123824596405
141,0.15731877088546753
142,0.15716144442558289
143,0.15700535476207733
144,0.156854048371315
145,0.15670625865459442
146,0.15655921399593353
147,0.15641598403453827
148,0.15627506375312805
149,0.15613487362861633
150,0.15599766373634338
151,0.15586139261722565
152,0.1557256430387497
153,0.15559181571006775
154,0.1554579734802246
155,0.1553248167037964
156,0.15519271790981293
157,0.15506038069725037
158,0.15492892265319824
159,0.15479786694049835
160,0.1546667218208313
161,0.15453635156154633
162,0.1544058620929718
163,0.15427562594413757
164,0.15414577722549438
165,0.15401579439640045
166,0.15388627350330353
167,0.15375687181949615
168,0.15362761914730072
169,0.15349876880645752
170,0.15336988866329193
171,0.1532413810491562
172,0.15311306715011597
173,0.15298493206501007
174,0.15285716950893402
175,0.15272952616214752
176,0.15260224044322968
177,0.15247514843940735
178,0.15234826505184174
179,0.1522216796875
180,0.152095228433609
181,0.1519690752029419
182,0.1518430858850479
183,0.15171733498573303
184,0.15159176290035248
185,0.15146635472774506
186,0.15134117007255554
187,0.15121608972549438
188,0.15109121799468994
189,0.15096648037433624
190,0.15084192156791687
191,0.15071751177310944
192,0.15059326589107513
193,0.15046918392181396
194,0.15034522116184235
195,0.15022146701812744
196,0.15009784698486328
197,0.14997442066669464
198,0.14985117316246033
199,0.14972810447216034
200,0.14960521459579468
201,0.14948256313800812
202,0.14936009049415588
203,0.14923787117004395
204,0.14911586046218872
205,0.14899411797523499
206,0.14887267351150513
207,0.14875151216983795
208,0.14863064885139465
209,0.14851011335849762
210,0.14838993549346924
211,0.1482701301574707
212,0.14815068244934082
213,0.14803165197372437
214,0.14791303873062134
215,0.14779485762119293
216,0.14767715334892273
217,0.14755991101264954
218,0.14744314551353455
219,0.14732691645622253
220,0.1472112089395523
221,0.14709603786468506
222,0.14698141813278198
223,0.14686736464500427
